
"Alert ID","SMARTS","ARTICLEID","PROPERTY","NAME","DESCRIPTION","PAGE","TABLE","LINE","COMMENT","SMARTS_DESCRIPTION","PUBMEDID","Publication"
"TA1961","N(c1ccccc1)S(=[OX1])(=[OX1])c2c3n[o,s]nc3ccc2","A30257","PAINS compounds","Diazox_sulfon_A","","-","-","-","Filter family B","-","20131845","2010 Baell, JB"
"TA1962","[#7v4,#7+](-,:[#6]=,:[#6])=,:[#6]-[CH]=CN([CX4])[#6]","A30257","PAINS compounds","Dyes3A","R1, R2, R3 = any atom/ group","-","-","-","Filter family B","-","20131845","2010 Baell, JB"
"TA1963","[CH2,CH3][#7](:,-[#6]:[#6])~[#6]-,:[#6]=,:[#6]-[#6]~[#6]:,-[#7]","A30257","PAINS compounds","Dyes5A","R1 = any atom/ group","-","-","-","Filter family B","","20131845","2010 Baell, JB"
"TA1964","[#7]1-,:[#6](=[#16])-,:[#16]-,:[#6X4]-,:[#6]1=[#8]","A30257","PAINS compounds","Rhod_sat_A","R1, R2 = any atom/ group","-","-","-","Filter family B","","20131845","2010 Baell, JB"
"TA1965","[#6]1(=[!#1!#6!R])[#6](=[OX1])[!#1!#6]*=[#6]1","A30257","PAINS compounds","Imine_one_fives","A = any atom except H and C","-","-","-","Filter family B","","20131845","2010 Baell, JB"
"TA1966","C1(C(=[OX1])NC(=[OX1])NC1(=[OX1]))=N","A30257","PAINS compounds","Imine_one_sixes","","-","-","-","Filter family B","-","20131845","2010 Baell, JB"
"TA1967","c1ccc4c5c(cccc15)[#7]=,:[#6]-,:[#7]4","A30257","PAINS compounds","Naphth_amino_A","","-","-","-","Filter family B","-","20131845","2010 Baell, JB"
"TA1968","c1ccc4c5c(cccc15)[N!H0][CX4][N!H0]4","A30257","PAINS compounds","Naphth_amino_B","R1, R2 = any atom/ group","-","-","-","Filter family B","-","20131845","2010 Baell, JB"
"TA1969","[SX1]=[#6]1-,:[#6]=,:[#6]-,:[!#1!#6]-,:[#6]=,:[#6]1","A30257","PAINS compounds","Thio_dibenzo","A = a heteroatom","-","-","-","Filter family B","-","20131845","2010 Baell, JB"
"TA1970","[OX1]=CC1=C2N=C([CH2,CH3])C=C([OH1])N2N=C1","A30257","PAINS compounds","Het_65_A","","-","-","-","Filter family B","-","20131845","2010 Baell, JB"
"TA1971","N~c1[n,$(c(N))][n,c!H0,$(c[N!H0])]c([N!H0,$([OX2][CH2,CH3])])nn1","A30257","PAINS compounds","Het_6_tetrazine","","-","-","-","Filter family B","-","20131845","2010 Baell, JB"
"TA1972","[#7]1-,:[#6](-c2ccccc2)=,:[#6](-c3ccccc3)-,:[#7!H0]-,:[#6]1-ca","A30257","PAINS compounds","Imidazole_A","A = any aromatic heteroatom","-","-","-","Filter family B","","20131845","2010 Baell, JB"
"TA1973","c1(C(=[OX1])[OH1])c([N!H0]N=C)cccc1","A30257","PAINS compounds","Anthranil_acid_A","","-","-","-","Filter family B","-","20131845","2010 Baell, JB"
"TA1974","[NH2]C1=C(C#[NX1])[C!H0](-cc)C(C#[NX1])=C([NH2])S1","A30257","PAINS compounds","Dhp_bis_amino_CN","A = any aromatic atom","-","-","-","Filter family B","-","20131845","2010 Baell, JB"
"TA1975","c1(O[CH2,CH3])c([H,CH2,CH3])[cH]c(O[CH2,CH3])c([CH2][$([N!H0]C(=[OX1])[CH2][CH2][CH2,CH3]),$([C!H0]([CH2,CH3])[N!H0]C(=[SX1])[N!H0])])[cH]1","A30257","PAINS compounds","Anisol_A ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1976","[CH2,CH3](c4c([cH][cH]c([cH]4)[CH2][N!H0][CX4])O[CH2,CH3])","A30257","PAINS compounds","Anisol_B","R1, R2, R3 = any atom/ group","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1977","c3cc(C(=[OX1])[N!H0]c4ccccc4C(=[OX1])[OH1])cc1c3C(=[OX1])N([CH2,CH3])C1=[OX1]","A30257","PAINS compounds","Anthranil_acid_B ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1978","[#6]1(=,:[#6]([NH2])-,:[#7](-c7ccccc7C(=[OX1])[OH1])-,:[#7]=,:[#6]1C=[OX1])[$(C#[NX1]),$(C=S)]","A30257","PAINS compounds","Anthranil_acid_C ","R1 = -C=S, -C#N","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1979","c12ncccc1-,:[#6]([NH2])=,:[#6](C(=[OX1])~[OX1,O-])-,:[#16]2","A30257","PAINS compounds","Anthranil_acid_D ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1980","C1(=[OX1])C(=[CH][NH]c2c(C(=[OX1])[OH1])cccc2)N=C(c3ccccc3)O1","A30257","PAINS compounds","Anthranil_acid_E ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1981","c1([OH1])ccc([N!H0]C(=[OX1])cc)c(c1)C(=[OX1])[OH1]","A30257","PAINS compounds","Anthranil_acid_F","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1982","c1([cH][cH]c(O[CH2,CH3])[cH]c1(C(=[OX1])[OH1]))[N!H0]cc","A30257","PAINS compounds","Anthranil_acid_G","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1983","c1ccc4c(c1C(=[OX1])[OH1])[#7!H0]-,:[#6](=,:[#6]4cc)cc","A30257","PAINS compounds","Anthranil_acid_H ","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1984","c1(oc([#6])[cH][cH]1)C(=[OX1])[N!H0]c1[cH][cH][cH][cH]c1(C(=[OX1])[OH1])","A30257","PAINS compounds","Anthranil_acid_I ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1985","[N!H0](cc)c5c(C(=[OX1])[OH1])ccc(n5)-cc","A30257","PAINS compounds","Anthranil_acid_J","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1986","c1ccccc1C(=[OX1])[N!H0]c2ccccc2C(=[OX1])[N!H0][N!H0]c3nccs3","A30257","PAINS compounds","Anthranil_amide_A ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1987","c1ccc4c(cc1)ccc4","A30257","PAINS compounds","Azulene","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1988","[CH2,CH3]Occ[CH2][N!H0]c1[cH]c2n[cH]n([#6!H0])c2[cH][cH]1","A30257","PAINS compounds","Anil_alk_A","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1989","[N!H0](c1[cH][cH]c([CH2,CH3])[cH][cH]1)[CH2][CH2]c2[cH][cH]c(O[CH2,CH3])[cH][cH]2","A30257","PAINS compounds","Anil_alk_B ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1990","[N!H0](c1ccccc1)C([#6])([#6])c2[cH][cH]c(O[CH2,CH3])[cH][cH]2","A30257","PAINS compounds","Anil_alk_C ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1991","[N!H0](c1[cH][cH]c([C!H0]([CH2,CH3])[CH2,CH3])[cH][cH]1)[CH2][CH2]N([CH2,CH3])[CH2,CH3]","A30257","PAINS compounds","Anil_alk_D","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1992","c1ccc2c(c1)C3=C(C([#6])([#6])N2)SSC3=*","A30257","PAINS compounds","Anil_alk_thio","A = any atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1993","c1(ccc4c(C6Cc8c(C6N4)cccc8)c1)[CX4]","A30257","PAINS compounds","Anil_alk_indane","R1, R2, R3 = any atom/ group","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1994","c1c(ccc(N([H,CX4])([H,CX4]))c1)[CX4]c2ccc(cc2)N([H,CX4])([H,CX4])","A30257","PAINS compounds","Anil_di_alk_F","R1, R2, R3, R4 = H or alkyl carbon; R5, R6 = any atom/ group","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1995","[CH2,CH3][#7]([CH2,CH3])c1[cH][cH]c([#6!H0]=[#7][#7]=[#6]([#6])-cc)[cH][cH]1","A30257","PAINS compounds","Anil_di_alk_J ","A = any aromatic atom","-","-","-","Filter family C","","20131845","2010 Baell, JB"
"TA1996","[cH]1c([N!H0]C(=[OX1])c2ccccc2)[cH]c(N([CH2,CH3])[CH2,CH3])[cH][cH]1","A30257","PAINS compounds","Anil_di_alk_I","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1997","[cH]1c([cH]nc7c1[cH][cH][cH][cH]7)[CH2]N2c3c([CH2][CH2]2)[cH][cH][cH][cH]3","A30257","PAINS compounds","Anil_di_alk_M ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1998","c12[cH][cH][cH][cH]c1[C!H0]=[C!H0]C3C(C#[NX1])[CH2][C!H0]N23","A30257","PAINS compounds","Anil_di_alk_N","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA1999","[CH2,CH3]N([CH2,CH3])C1=Cc2ccccc2[CH2]1","A30257","PAINS compounds","Anil_di_alk_ene_B","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2000","[CH2,CH3]N([CH2,CH3])c1[cH][cH]c(o1)[C!H0]=CC#[NX1]","A30257","PAINS compounds","Anil_di_alk_furan_B","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2001","c12[cH][cH]c(N([CH2,CH3])[CH2,CH3])[cH]c1-,:[#6](S(=[OX1])=[OX1])=,:[#6H]-,:[#7!H0]2","A30257","PAINS compounds","Anil_di_alk_indol","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2002","c12[cH][cH]c([NH2])[cH]c1[cH][cH]n2[CH2,CH3]","A30257","PAINS compounds","Anil_no_alk_indol_A","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2003","c1([N!H0][CH2,CH3])[cH][cH]c2c([cH]1)[#7!H0]-,:[#6](=[OX1])-,:[#7!H0]2","A30257","PAINS compounds","Anil_NH_alk_A","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2004","[N!H0](c1ccacc1)c2ccc([N!H0][C!H0])cc2","A30257","PAINS compounds","Anil_NH_alk_B","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2005","[C!H0][N!H0]c1[cH][cH][cH][cH]c1[N!H0][C!H0]","A30257","PAINS compounds","Anil_NH_alk_C ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2006","[NH2]c1c([N!H0][C!H0]([#6])[C!H0][CH2,CH3])c[cH][cH][cH]1","A30257","PAINS compounds","Anil_NH_alk_D","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2007","n1[cH]c([NH2])[cH][cH]c1([N!H0]cc)","A30257","PAINS compounds","Anil_NH_no_alk_A","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2008","[NH2]c1c([N!H0]S(=[OX1])=[OX1])[cH]c([N!H0][CH2,CH3])c([F,Cl,Br,I])[cH]1","A30257","PAINS compounds","Anil_NH_no_alk_B ","X = F, Cl, Br, I","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2009","c1ccccc1[CH2][N!H0]c2[cH][cH]c([OH1])[cH][cH]2","A30257","PAINS compounds","Anil_OH_alk_A","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2010","[NH2]c1c([OH1])cc(S(=[OX1])(=[OX1])[OH1])cc1","A30257","PAINS compounds","Anil_OH_no_alk_A","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2011","c1([NH2])c([OH1])c(C=[OX1])[cH]c2[cH][cH][cH][cH]c12","A30257","PAINS compounds","Anil_OH_no_alk_B","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2012","[cH]1[cH][cH]c2c([cH]1)c3c(o2)[cH]c([N!H0][CH2,CH3])c(O[CH2,CH3])[cH]3","A30257","PAINS compounds","Anil_OC_alk_A","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2013","c2ccccc2N1C(=[OX1])C([N!H0]c2ccc(O[CH2,CH3])cc2)=C([F,Cl,Br,I])C1=[OX1]","A30257","PAINS compounds","Anil_OC_alk_B ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2014","[H,CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0][CH2]c2nccn2","A30257","PAINS compounds","Anil_OC_alk_C","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2015","[CH2,CH3]Oc1[cH][cH]c([CH2,CH3])[cH]c1[NH][CH2]c2c([CH2,CH3,$(O[CH2,CH3])])cccc2","A30257","PAINS compounds","Anil_OC_alk_D ","R1 = -CH2, -CH3, -OCH2, -OCH3","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2016","[CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0][CH2][C!H0]([OH1])[CH2,CH3]","A30257","PAINS compounds","Anil_OC_alk_E ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2017","[CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0][C!H0]([#16])C=[OX1]","A30257","PAINS compounds","Anil_OC_alk_F ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2018","c1ccc4c(c1Oc8[cH][cH]c([cH][cH]8)[N!H0])cccc4","A30257","PAINS compounds","Anil_OC_no_alk_B ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2019","[NH2]c1ncccc1O[CH2]cc","A30257","PAINS compounds","Anil_OC_no_alk_C ","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2020","[NH2]c1c(N=[#6]2-,:[#6!H0]=,:[#6]~[#6]~[#6]=,:[#6]2)[cH][cH][cH][cH]1","A30257","PAINS compounds","Anil_no_alk_A ","A dashed line indicates any covalent bond","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2021","[NH2]c1c(n2cccc2)[cH]c([CH2,CH3])c([CH2,CH3])[cH]1","A30257","PAINS compounds","Anil_no_alk_B ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2022","n1c([NH2])c([CH2,CH3])[cH]c([CH2,CH3])c1[NH2]","A30257","PAINS compounds","Anil_no_alk_D","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2023","[NH2]c1[cH][cH]c([cH][cH]1)-c2[cH]c(C=[OX1])c([CH2,CH3])o2","A30257","PAINS compounds","Anil_no_alk_C","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2024","c1cccc5c1cc8c(n5)nc2c(c8[#7])cccc2","A30257","PAINS compounds","Amino_acridine_B","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2025","c1([cH][cH]c([NH2])[cH][cH]1)C=N[N!H0]","A30257","PAINS compounds","Hzone_anil","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2026","c1cccc5c1cc8c(c5C=N[N!H0]c2ccccc2)cccc8","A30257","PAINS compounds","Hzone_anthran_Z","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2027","c1(oc([H,CH2,CH3])[cH][cH]1)C(=[OX1])[N!H0]N=C([H,CH2,CH3])c2cc(*-*-*c3occc3)ccc2","A30257","PAINS compounds","Hzone_acyl_misc_A ","A = any atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2028","n1[cH][cH][cH][cH]c1C(=[OX1])[N!H0]N=[C!H0]c2c(O[CH2]C(=[OX1])[OH1])cccc2","A30257","PAINS compounds","Hzone_acyl_misc_B ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2029","[cH]2[cH][cH][cH]c1c2c([C!H0]=N[N!H0]([$(c3nc[cH]s3),$(c[cH][cH]),$(cncncn),$(cnnnn)]))c([H,$([OH1]),CH2,CH3])[a!c]1","A30257","PAINS compounds","Hzone_thiophene_A","R1 = H, -OH, -CH2R (where R is any atpm/ group); R2 is presented in the figure; A = any aromatic heteroatom; A1 = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2030","c1(s[cH][cH]c1[H,CH2,CH3])[C!H0]=N[N!H0]c2ccccc2","A30257","PAINS compounds","Hzone_thiophene_B ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2031","C(c1[cH]cc([H,CX4])[cH][cH]1)(c2[cH][cH]c([H,Cl])[cH][cH]2)=[$(NO[CH2][CH2][CH2]N([CH2,CH3])[CH2,CH3]),$(NO[CH2][CH2]N([CH2,CH3])[CH2,CH3]),$(N[N!H0]C(=[NH1])[NH2]),$([#6!H0][#7])]","A30257","PAINS compounds","Hzone_phenone","A is presented in the figure","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2032","c1(oc([H,CH2,CH3])[cH][cH]1)C([H,CH2,CH3])=N[N!H0]c2nccs2","A30257","PAINS compounds","Hzone_furan_A","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2033","c1(oc([H,CH2,CH3])[cH][cH]1)C([H,CH2,CH3])=N[NH]c2ccncc2","A30257","PAINS compounds","Hzone_furan_B ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2034","c1ccccc1N(c2ccccc2)N=[C!H0]c3ac([cH][cH]3)-c4cc(C(=[OX1])[OH1])ccc4","A30257","PAINS compounds","Hzone_furan_C ","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2035","[OH1]C(=[OX1])c1cc(ccc1)-cacC=N[N!H0]C(=[OX1])[CH2][#8]","A30257","PAINS compounds","Hzone_furan_E","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2036","[cH]1[cH][cH]c2[cH][cH]c(C=N[N!H0][$(cc),$(C=[SX1])])[cH]c2c1","A30257","PAINS compounds","Hzone_naphth_A","R1 = -C=S, -cc (where c is aromatic carbon)","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2037","[cH]1[cH]c(O[CH2,CH3])[cH]c2C(=N[N!H0]c4[cH][cH]c(C(=[OX1])[OH1])[cH][cH]4)c3[cH]c(O[CH2,CH3])[cH][cH]c3c12","A30257","PAINS compounds","Hzone_acid_A ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2038","[OH1]C(=[OX1])c1ccc(cc1)NN=[C!H0]c2ac([cH][cH]2)-c3ccccc3","A30257","PAINS compounds","Hzone_acid_D","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2039","N1(c2ccccc2)N=C(C=[OX1])[CX4]C1=[OX1]","A30257","PAINS compounds","Het_5_A","R1, R2 = any atom/ group","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2040","N1(c2ccccc2)N=C([N!H0]C=[OX1])[CH2]C1=[OX1]","A30257","PAINS compounds","Het_5_B","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2041","N1=C(c2ccccc2)[CH2]C([OH1])([CX4](F)(F)F)N1[$(cccccc),$(C(=S)cccccc)]","A30257","PAINS compounds","Het_5_C","R1 = -cccccc, -C(=S)cccccc (where c is aromatic carbon)","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2042","N1(c2ccccc2)N=C([CH2,CH3])[C!H0](S[#6])C1=[OX1]","A30257","PAINS compounds","Het_5_D","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2043","N1(c2cccc3ccccc23)N=C([CH2,CH3])[CH2]C1=[OX1]","A30257","PAINS compounds","Het_5_E ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2044"," C1(=[OX1])C(=C([CH2,CH3])[N!H0][CH2][CH2][CH2,CH3])N=C(c2ccccc2)O1","A30257","PAINS compounds","Het_5_ene ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2045","[#7]1(c2ccccc2)[#6!H0]=[#7+,#7v4](c3ccccc3)[#6](=Nc4ccccc4)N1","A30257","PAINS compounds","Het_5_inium ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2046","n1(c2[cH][cH][cH][cH][cH]2)nc([CX4])c([H,C!H0])c1[OH1]","A30257","PAINS compounds","Het_5_pyrazole_OH","R1, R2, R3 = any atom/ group; R4 = H, -CH2R (where R = any atom/ group)","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2047","N=[#6]1-,:[#7!H0]-,:[#6]([N!H0])=,:[#6]([N!H0])-,:[#7]=,:[#7]1","A30257","PAINS compounds","Het_6_imidate_A ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2048","[N!H0](c1[cH][cH][cH][cH]c1[OH1])C2N=NC(=[#7])OC([NH2])=2","A30257","PAINS compounds","Het_6_imidate_B ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2049","[OH1]c2nc([OH1])ccc2","A30257","PAINS compounds","Het_6_pyridone_OH","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2050","[OH1]c2nc([NH2])acc2[CH2]C(=[OX1])[#8]","A30257","PAINS compounds","Het_6_pyridone_NH2","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2051","C1([N!H0])=N[C!H0](cc)[CH2]C(=[OX1])[N!H0]1","A30257","PAINS compounds","Het_6_hydropyridone","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2052","cc-n1nc2[CH2][SX2][CH2]c2c1[N!H0]C(=[OX1])[C!H0]=[C!H0]","A30257","PAINS compounds","Het_55_A ","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2053","c1cOC2[CH2]C(=[OX1])OC12","A30257","PAINS compounds","Het_55_B","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2054","a1a3a(aaa1)[N!H0]N(C3=O)[#6]","A30257","PAINS compounds","Het_65_B","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2055","C1=CC=CC2=NC([$(C([!#1])=[C!H0]cc),$(coc)])=C(Ncc)N12","A30257","PAINS compounds","Het_65_C","A = any aromatic atom; A1 = any atom except H; R1 is presented in the figure","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2056","S1C(=C(C4=C1[N!H0]C(C(=[C!H0]4)C(=[OX1])[OH1])=[OX1])[NH2])C(=[OX1])[N!H0]","A30257","PAINS compounds","Het_65_E","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2057","[#16]1-,:[#6]2:[#6](-,:[#6]([CH2,CH3])=,:[#6]1[CH2,CH3])c(ncn2)NN=C[#6]3=,:[#6]-,:[#6]=,:[#6]-,:[#8]3","A30257","PAINS compounds","Het_65_F ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2058","[CH2]1C(=[OX1])[#7]2-,:[#7]=,:[#6]([NH2])-,:[#6]([NH2])=,:[#6]2N=C1[#6]","A30257","PAINS compounds","Het_65_G ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2059","[#6]1(=,:[#6]2-,:[#7](-,:[#6](-,:[#6]=,:[#6]-,:[#7]2)=[OX1])-,:[#7]=,:[#6]1[#6]3-,:[#7]-,:[#6]=,:[#6]-,:[#6]=,:3)C#[NX1]","A30257","PAINS compounds","Het_65_H","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2060","c1(C(~[#8])~[#8])ccn2c(c1)cc(-cc)c2C(=[OX1])-cc","A30257","PAINS compounds","Het_65_I","A = any aromatic atom; a dashed line indicates any covalent bond","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2061","o1c([#6](~[#8])~[#8])cc2[cH]c(O[CH2,CH3])c(O[CH2,CH3])[cH]c12","A30257","PAINS compounds","Het_65_J","A dashed line indicates any covalent bond","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2062","N1=NNN=C2C=CC=C12","A30257","PAINS compounds","Het_65_K","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2063","c12[cH]sc(C=[OX1])c2-,:[#6](=[OX1])-,:[#7]-,:[#7]=,:[#6]1[NH2]","A30257","PAINS compounds","Het_65_L","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2064","N1=C([#6])C2=CC=CC2=C([#6])N1","A30257","PAINS compounds","Het_65_Da ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2065","n1ccccc1C2=C(N[#6])N1C(=N2)C=CC=C1","A30257","PAINS compounds","Het_65_Db","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2066","c1([CH2][CH2,CH3])c([CH2,CH3])c2C(=[!#1!#6X1])N([C!H0][$(C(=O)O),$(cc)])C([H,$(S(C)[CH2,CH3])])=Nc2[a&!c;X2]1","A30257","PAINS compounds","Het_65_pyridone_A ","R1 = -COOH; -cc (where c is aromatic carbon); A = any heteroatom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2067","[#6]1(=,:[#7]c3[cH][cH][cH][cH]c3n1[#6])[N!H0]C(=[OX1])[N!H0]c2[cH]ccc[cH]2","A30257","PAINS compounds","Het_65_imidazole","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2068","[cH]1[cH]c2O[CH2]Oc2c([cH]1)[CH2]N2[CH2][CH2]cc2","A30257","PAINS compounds","Het_65_mannich ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2069","c1ccc7c(c1)nnc(n7)[CH2]C=[OX1]","A30257","PAINS compounds","Het_66_A","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2070","c1ccc4c(c1)nc(nc4)[N!H0]C2=NC(C=C[N!H0]2)([CH2,CH3])[CH2,CH3]","A30257","PAINS compounds","Het_66_B ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2071","c1ccc2nc([C!H0]=C([OH1])[#6])c([C!H0]=C([OH1])[#6])nc2a1","A30257","PAINS compounds","Het_66_C ","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2072","c1ccc7c(c1)nc(c(n7)[CH2]C(=[OX1])cc)[CH2]C(=[OX1])cc","A30257","PAINS compounds","Het_66_D","A = any aromatic atom","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2073","c1ccc4c(c1)nc(c(n4)c2ccccc2)c7c(cccc7)[OH1]","A30257","PAINS compounds","Het_66_E ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2074","[CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0]c2c3c(O[CH2,CH3])ccc(O[CH2,CH3])c3ncc2","A30257","PAINS compounds","Het_66_anisole ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2075","s1[cH][cH][cH]c1C2[N!H0]N=C(c4ccncc4)c3c(cccc3)N=2","A30257","PAINS compounds","Het_76_A ","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2076","c1c4CCc4cc2OCOc12","A30257","PAINS compounds","Het_465_misc","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2077","c1n([#6])c2c3ncnc3c([OH1])[cH]c2c1C=[OX1]","A30257","PAINS compounds","Het_565_A","","-","-","-","Filter family C","-","20131845","2010 Baell, JB"
"TA2078","[#6!H0]1=,:[#6!H0]-,:[#7]([CH2,CH3])c7c1c9[#6!H0]=,:[#6!H0]-,:[#7](c9c(c7O[CH2,CH3])O[CH2,CH3])[CH2,CH3]","A30257","PAINS compounds","Het_565_indole ","","-","-","-","Filter family C","","20131845","2010 Baell, JB"
